title,year,certificate,duration,"genre",rating,"description",stars,votes
Keeping Up with the Kardashians,2019-2021,TV-14,23,"Animation, Action, Adventure",8.3,"When three gifted kids at an isolated idyllic orphanage discover the secret and sinister purpose they were raised for, they look for a way to escape from their evil caretaker and lead the other children in a risky escape plan.","[Sumire Morohoshi,Mariya Ise,Shinei Ueki,Lynn]",37094
Vikingane,2018,TV-14,30,"Comedy, Drama",7.5,"In 1990s Oregon, members of a high school A/V club clash with the drama club.","[Jahi DiAllo Winston,Peyton Kennedy,Patch Darragh,Claudine Mboligikpelani Nako]",19872
Rise of the Teenage Mutant Ninja Turtles,2022,TV-PG,67,"Documentary",6.9,"Cat experts dive into the mind of the feline to reveal the true capabilities of the pouncing pet in this captivating and cuddly documentary.","[Andy Mitchell,Neil Wilson,Bruce Kornriech,Kristyn Vitale,Saho Takagi]",3395
Verónica,2020,TV-MA,45,"Drama, History, Thriller",7,"Max McLaughlin is an American cop who arrives in Berlin in the summer of 1946 to help create a police force in the chaotic aftermath of the war.","[Taylor Kitsch,Michael C. Hall,Logan Marshall-Green,Nina Hoss]",6344
The Quick and the Dead,2009,R,96,"Comedy, Romance",6.4,"An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.","[Robert Luketic,Katherine Heigl,Gerard Butler,Bree Turner,Eric Winter]",219132
Shattered,2005-2008,TV-G,30,"Comedy, Family",6.5,"Comedy about identical twins living at the Tipton Hotel with their single mother who is a lounge singer at the hotel.","[Cole Sprouse,Dylan Sprouse,Brenda Song,Ashley Tisdale]",36629
The Midnight Sky,2014-2021,TV-14,24,"Animation, Action, Adventure",7.9,"The story of the Seven Deadly Sins, a group of warriors who were wrongly accused of a crime they didn't commit and went on a quest to vindicate themselves.","[Bryce Papenbrook,Erika Harlacher,Max Mittelman,Cristina Valenzuela]",31725
Force of Nature,2017,TV-MA,267,"Biography, Crime, Drama",7.7,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity.","[Sarah Gadon,Edward Holcroft,Rebecca Liddiard,Zachary Levi]",32897
Scary Movie V,2015,PG-13,101,"Comedy, Romance",6.4,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.","[Ari Sandel,Mae Whitman,Bella Thorne,Robbie Amell,Allison Janney]",94704
How to Train Your Dragon: The Hidden World,2022,TV-MA,90,"Drama, Romance",5.7,"When a Danish chef travels to Tuscany to sell his father's business, he meets a local woman who inspires him to rethink his approach to life and love.","[Mehdi Avaz,Cristiana DellAnna,Brian Flaccus,Ghita Nørby,Nancy Linari]",6917
Coroner,2016,PG,95,"Animation, Action, Adventure",7.1,"Continuing his legendary adventures of awesomeness, Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.","[Alessandro Carloni,Jennifer Yuh Nelson,Jack Black,Bryan Cranston,Dustin Hoffman,Angelina Jolie]",158187
Vis a vis,2006-2021,TV-14,44,"Drama, Family, Reality-TV",2.8,"A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney, Khloé, Kendall and Kylie.","[Khloé Kardashian,Kim Kardashian,Kourtney Kardashian,Kris Jenner]",29990
Death Wish,2016-2020,TV-MA,30,"Comedy, History",7.7,"Viking life at the close of the 8th century.","[Kåre Conradi,Nils Jørgen Kaalstad,Jon Øigarden,Bjørn Myrene]",18768
Oz the Great and Powerful,2018-2020,TV-Y7-FV,22,"Animation, Action, Adventure",5.1,"Four mutant turtle brothers go on adventures where they end up tapping into mystic ninja powers.","[Ben Schwartz,Brandon Mychal Smith,Omar Benson Miller,Josh Brener]",3965
Sand Castle,2017,TV-MA,105,"Horror",6.2,"Madrid, 1991. A teen girl finds herself besieged by an evil supernatural force after she played Ouija with two classmates.","[Paco Plaza,Sandra Escacena,Bruna González,Claudia Placer,Iván Chavero]",41818
Easy Rider,1995,R,108,"Action, Romance, Thriller",6.5,"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.","[Sam Raimi,Sharon Stone,Gene Hackman,Russell Crowe,Leonardo DiCaprio]",94644
Torchwood,2017,TV-MA,101,"Crime, Drama, Fantasy",4.5,"A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.","[Adam Wingard,Nat Wolff,LaKeith Stanfield,Margaret Qualley,Shea Whigham]",84893
Malcolm & Marie,2022,R,92,"Thriller",5,"A rich divorcee Chris falls in love with a mysterious woman Sky where Chris, ex-wife and his child eventually gets trapped and a desperate fight for survival will most likely ensue.","[Luis Prieto,Cameron Monaghan,Sasha Luss,Ridley Asha Bateman,Lilly Krug]",3207
Ponyo,2020,PG-13,118,"Adventure, Drama, Sci-Fi",5.6,"This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.","[George Clooney,George Clooney,Felicity Jones,David Oyelowo,Caoilinn Springall]",83059
Hypnotic,2020,R,91,"Crime, Drama, Thriller",4.5,"A gang of thieves plan a heist during a hurricane and encounter trouble when a cop tries to force everyone in the building to evacuate.","[Michael Polish,Emile Hirsch,Mel Gibson,David Zayas,Kate Bosworth]",11369
Holidate,2013,PG-13,86,"Comedy",3.5,"A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.","[Malcolm D. Lee,David Zucker,Simon Rex,Ashley Tisdale,Charlie Sheen,Lindsay Lohan]",71952
"Boo, Bitch",2019,PG,104,"Animation, Action, Adventure",7.4,"When Hiccup discovers Toothless isn't the only Night Fury, he must seek The Hidden World, a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.","[Dean DeBlois,Jay Baruchel,America Ferrera,F. Murray Abraham,Cate Blanchett]",127862
3%,2019,TV-MA,60,"Crime, Drama, Mystery",6.7,"A newly appointed coroner investigates a string of mysterious deaths in Toronto.","[Serinda Swan,Roger Cross,Kiley May,Ehren Kassam]",4494
The In Between,2015-2019,TV-MA,53,"Drama, Thriller",8.2,"She broke the law for the boss she fell in love with. Now this naive girl has to pay the price.","[Alba Flores,María Isabel Díaz Lago,Marta Aledo,Najwa Nimri]",22298
College Romance,2018,R,107,"Action, Crime, Drama",6.3,"Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice.","[Eli Roth,Bruce Willis,Vincent DOnofrio,Elisabeth Shue,Camila Morrone]",72384
The Silent Sea,2013,PG,130,"Adventure, Family, Fantasy",6.3,"A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.","[Sam Raimi,James Franco,Michelle Williams,Rachel Weisz,Mila Kunis]",208176
Cursed,2017,TV-MA,113,"Action, Drama, War",6.3,"The story follows a young soldier, and his introduction into the 2003 invasion of Iraq. Based on true events, it bears witness to the destruction, and horrors of war.","[Fernando Coimbra,Nicholas Hoult,Logan Marshall-Green,Henry Cavill,Glen Powell]",23637
I See You,1969,R,95,"Adventure, Drama",7.3,"Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.","[Dennis Hopper,Peter Fonda,Dennis Hopper,Jack Nicholson,Antonio Mendoza]",110079
What/If,2006-2011,TV-MA,50,"Action, Drama, Mystery",7.7,"The members of the Torchwood Institute, a secret organization founded by the British Crown, fight to protect the Earth from extraterrestrial and supernatural threats.","[John Barrowman,Eve Myles,Kai Owen,Gareth David-Lloyd]",41119
We Can Be Heroes,2021,R,106,"Drama, Romance",6.6,"A director and his girlfriend's relationship is tested after they return home from his movie premiere and face each other's turmoil during one long night.","[Sam Levinson,John David Washington,Zendaya]",37062
Descendants of the Sun,2008,G,101,"Animation, Adventure, Comedy",7.6,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.","[Hayao Miyazaki,Cate Blanchett,Matt Damon,Liam Neeson,Tomoko Yamaguchi]",143199
Begin Again,2021,TV-14,88,"Mystery, Thriller",5.3,"A young woman seeking self-improvement enlists the help of a renowned hypnotherapist. But after a handful of intense sessions, she discovers unexpected and deadly consequences.","[Matt Angel,Suzanne Coote,Kate Siegel,Jason OMara,Dulé Hill,Lucie Guest]",16263
The Human Centipede 2 (Full Sequence),2020,TV-MA,104,"Comedy, Romance",6.1,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.","[John Whitesell,Emma Roberts,Luke Bracey,Kristin Chenoweth,Frances Fisher]",64848
The Croods,2022,TV-14,202,"Comedy",5.8,"Two senior BFFs make a last-ditch attempt to be seen. But when one of them becomes a ghost, she'll need to really live her best life--while she can.","[Lana Condor,Zoe Margaret Colletti,Mason Versaw,Aparna Brielle]",3457
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,2016-2020,TV-MA,49,"Action, Drama, Sci-Fi",7.3,"A post-apocalyptic thriller set in near-future Brazil, where a select few are allowed to join a privileged society after undergoing an intense and competitive process.","[Bianca Comparato,Vaneza Oliveira,Rodolfo Valente,Zezé Motta]",25700
Money Heist: Korea - Joint Economic Area,2022,PG-13,115,"Drama, Romance, Sci-Fi",5.9,"After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world.","[Arie Posin,Joey King,Kyle Allen,Kim Dickens,John Ortiz]",7652
Mirage,2018,TV-MA,30,"Comedy, Drama, Romance",8.4,"Three best friends look for love, laughs and some lifelong memories while attending college together.","[Apoorva Arora,Keshav Sadhna,Gagan Arora,Shreya Mehta]",26513
Baki,2021,TV-MA,45,"Adventure, Drama, Mystery",6.9,"During a perilous 24-hour mission on the moon, space explorers try to retrieve samples from an abandoned research facility steeped in classified secrets.","[Bae Doona,Gong Yoo,Joon Lee,Kim Sun-young]",20373
Project Power,2020,TV-MA,60,"Adventure, Drama, Fantasy",5.9,"A teenage sorceress named Nimue encounters a young Arthur on her quest to find a powerful and ancient sword.","[Katherine Langford,Devon Terrell,Gustaf Skarsgård,Daniel Sharman]",30298
Call My Agent!,2019,R,98,"Crime, Drama, Horror",6.8,"Strange occurrences plague a small town detective and his family as he investigates the disappearance of a young boy.","[Adam Randall,Helen Hunt,Jon Tenney,Owen Teague,Judah Lewis]",49300
To the Lake,2019,TV-14,55,"Drama, Thriller",6.3,"An anthology series which tackles a different morality tale, and the ripple effect of a single decision that changes the trajectory of an entire life.","[Jane Levy,Blake Jenner,Keith Powers,Samantha Marie Ware]",15483
Erased,2020,PG,100,"Action, Comedy, Drama",4.7,"When alien invaders capture the Earth's superheroes, their kids must learn to work together to save their parents- and the planet.","[Robert Rodriguez,YaYa Gosselin,Pedro Pascal,Priyanka Chopra Jonas,Lyon Daniels]",14971
The Cloverfield Paradox,2016,TV-14,60,"Action, Comedy, Drama",8.3,"This drama tells of the love story that develops between a surgeon and a special forces officer.","[Song Joong-ki,Song Hye-Kyo,Jin Goo,Kim Ji-Won]",16031
Messiah,2013,R,104,"Comedy, Drama, Music",7.4,"A chance encounter between a down-and-out music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents.","[John Carney,Keira Knightley,Mark Ruffalo,Adam Levine,Hailee Steinfeld]",156482
Heist,2011,Not Rated,91,"Horror",3.8,"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.","[Tom Six,Laurence R. Harvey,Ashlynn Yennie,Maddi Black,Kandace Caine]",39094
Miracle in Cell No. 7,2013,PG,98,"Animation, Adventure, Comedy",7.2,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","[Kirk DeMicco,Chris Sanders,Nicolas Cage,Ryan Reynolds,Emma Stone,Catherine Keener]",214351
Blue Jasmine,1996,R,89,"Comedy, Crime",6.5,"A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).","[Paris Barclay,Shawn Wayans,Marlon Wayans,Keenen Ivory Wayans,Tracey Cherelle Jones]",55787
American Vandal,2022,TV-MA,60,"Action, Crime, Drama",5.3,"A genius strategist and people with different personalities and abilities fighting an extraordinary variable and engaging in an unprecedented hostage play.","[Lee Si-woo,Eugene Ko,Park Hae-soo,Yunjin Kim]",5791
The Wrong Missy,2018,TV-MA,128,"Drama, Fantasy, Mystery",7.4,"Two storms separated by 25 years. A woman murdered. A daughter missed. Only 72 hours to discover the truth.","[Oriol Paulo,Adriana Ugarte,Chino Darín,Javier Gutiérrez,Álvaro Morte]",55701
Mr. Sunshine,2018-2020,TV-MA,45,"Animation, Action, Drama",6.7,"The protagonist, Baki Hanma, trains with an intense focus to become strong enough to surpass his father, Yujiro Hanma, the strongest fighter in the world.","[Tôru Furuya,Kirk Thornton,Troy Baker,Nobunaga Shimazaki]",6333
Alice Through the Looking Glass,2020,R,113,"Action, Crime, Sci-Fi",6,"When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.","[Henry Joost,Ariel Schulman,Jamie Foxx,Joseph Gordon-Levitt,Dominique Fishback,Rodrigo Santoro]",88089
The Trip,2015-2020,TV-MA,52,"Comedy, Drama",8.3,"French serial about the lives and jobs of people working at a talent agency.","[Camille Cottin,Thibault de Montalembert,Grégory Montel,Liliane Rovère]",14448
Welcome to Eden,2019,TV-MA,48,"Drama, Sci-Fi, Thriller",7.2,"A terrible plague strikes and a group decides to risk their lives. Humanity struggles to survive as they face the end of their civilization.","[Kirill Käro,Maryana Spivak,Natalya Zemtsova,Eldar Kalimulin]",13051
L.A.'s Finest,2016,TV-14,264,"Animation, Drama, Fantasy",8.5,"29-year-old Satoru Fujinuma is sent back in time 18 years to prevent the events leading to his mother's death, which began with a series of kidnappings while he was in 5th grade.","[Ben Diskin,Tao Tsuchiya,Michelle Ruff,Minami Takayama]",46215
